CompiledGCCStatus,RunStatus,Runtime,FileName,Path,CodeLines,OutLines
"Yes","0","0",".002318562","Gauss_Laguerre_Quadrature_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","63","1"
"Yes","0","0",".002236618","Continued_Fraction_Expansion_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","145","9"
"No","1","N/A","0","GMRES_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","344","0"
"Yes","0","0",".002200004","Dense_Matrix_Multiplication_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","71","17"
"Yes","0","0",".008924263","DreamBooth_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","151","10"
"Yes","0","0",".003215239","Contrastive_Learning_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","129","5"
"Yes","0","0",".002431109","Point_Rotation_2D_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","53","4"
"No","1","N/A","0","DETR_Detection_Transformer_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","177","0"
"Yes","0","0",".003038772","Salsa20_12_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","198","18"
"Yes","0","0",".003237769","ASCON_128a_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","195","6"
"Yes","0","0",".005910140","Random_Forest_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","192","6"
"Yes","0","0",".002895296","Index_Calculus_Method_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","193","20"
"Yes","0","0",".442584991","Adapter_Tuning_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","77","3"
"Yes","0","0",".002402301","LEA_128_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","135","3"
"Yes","0","0",".004387554","Heun’s_Method_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","69","30"
"No","1","N/A","0","Polygon_Intersection_m=10,n=10_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","138","0"
"No","1","N/A","0","Wasserstein_GAN_WGAN_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","274","0"
"Yes","0","0",".003739939","RC6_8_Rounds_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","179","7"
"Yes","0","0",".003143693","Orientation_Test_CW_CCW_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","49","13"
"Yes","0","0",".006746548","Power_Iteration_for_PageRank_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","139","5"
"Yes","0","0",".004378864","CycleGAN_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","176","11"
"Yes","0","0",".003833180","Flamingo_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","53","1"
"Yes","0","0",".002498178","Line_Clipping_Cohen_Sutherland_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","94","16"
"Yes","0","0",".003199053","Biconnected_Components_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","176","5"
"Yes","0","0",".002744242","Modular_Exponentiation_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","51","7"
"No","1","N/A","0","Bridge_Connectivity_Components_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","127","0"
"Yes","0","0",".421514202","Welch_Spectral_Method_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","179","64"
"No","1","N/A","0","Dynamic_Topological_Sort_via_DAG_Maintenance_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","89","0"
"No","1","N/A","0","Polygon_Intersection_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","182","0"
"No","1","N/A","0","LeNet_5_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","123","0"
"Yes","0","0",".032844726","k_d_Tree_k=2_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","199","5"
"Yes","0","0",".003216899","Segmented_Sieve_of_Eratosthenes_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","109","5"
"Yes","0","124","1.002304012","IDEA_CBC_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","251","0"
"Yes","0","124","1.003102420","Triangulation_of_Graph_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","162","0"
"Yes","0","0",".003023034","Induced_Subgraph_Extraction_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","188","34"
"No","1","N/A","0","Volume_of_Fluid_Method_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","198","0"
"Yes","0","0",".003189938","Convex_Hull_n_<=_1000_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","78","5"
"Yes","0","139",".303836438","Shape_Matching_Hausdorff_Distance_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","79","0"
"No","1","N/A","0","YOLOv5_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","179","0"
"Yes","0","0",".002334305","DFS_Tree_Construction_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","105","6"
"Yes","0","124","1.002173599","CatBoost_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","130","0"
"No","1","N/A","0","Blowfish_256_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","156","0"
"No","1","N/A","0","Skipjack_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","326","0"
"Yes","0","0",".003855145","Discrete_Fourier_Transform_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","70","43"
"Yes","0","0",".003015923","A*_Search_Algorithm_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","250","19"
"Yes","0","0",".002319160","Camellia_256_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","237","4"
"Yes","0","0",".003536778","Montgomery_Exponentiation_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","101","3"
"No","1","N/A","0","LSMR_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","235","0"
"Yes","0","0",".191219234","Gradient_Boosting_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","245","10"
"Yes","0","0",".004388461","Fully_Dynamic_Graph_Algorithm_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","125","16"
"Yes","0","0",".002971807","RC6_CBC_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","235","3"
"Yes","0","0",".460630378","Hybrid_Monte_Carlo_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","233","2"
"Yes","0","124","1.002051539","Bounding_Box_Axis_Aligned_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","41","0"
"No","1","N/A","0","Camellia_ECB_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","351","0"
"Yes","0","124","1.001838377","Spherical_Triangle_Area_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","120","0"
"No","1","N/A","0","Maximum_Matching_in_DAG_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","112","0"
"Yes","0","0",".003190744","AKS_Primality_Test_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","226","12"
"Yes","0","0",".003706172","Spearman_Rank_Correlation_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","95","1"
"No","1","N/A","0","Unscented_Kalman_Filter_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","372","0"
"Yes","0","0",".002965714","Prime_Enumeration_via_Sieve_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","125","3"
"Yes","0","0",".024483624","LEA_GCM_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","127","12"
"Yes","0","139",".361624269","Word2Vec_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","158","0"
"Yes","0","0",".003654005","LLaVA_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","74","1"
"Yes","0","139",".097745036","Twofish_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","263","0"
"Yes","0","0",".050418092","Non_Negative_Matrix_Factorization_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","182","22"
"Yes","0","139",".306978779","Logistic_Regression_Classifier_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","119","0"
"Yes","0","0",".007097616","Level_Set_Methods_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","124","5"
"Yes","0","0",".002454892","ACORN_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","53","10"
"Yes","0","0",".003157626","Graph_Spanner_Computation_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","106","11"
"Yes","0","0",".003561109","Geometric_Feature_Extraction_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","148","5"
"No","1","N/A","0","Thin_Plate_Spline_Warping_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","192","0"
"Yes","0","0",".026902590","Metis_Graph_Partitioning_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","148","10"
"Yes","0","0",".004006301","Ridge_Classifier_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","226","10"
"Yes","0","0",".015356973","Surface_Patch_Evaluation_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","147","25"
"Yes","0","0",".004037357","Bayesian_Reinforcement_Learning_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","175","7"
"Yes","0","139",".375572916","AdamW_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","67","0"
"Yes","0","0",".011807811","KTANTAN_32_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","83","10"
"Yes","0","0",".002481533","Quad_Mesh_Generation_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","99","16"
"Yes","0","0",".003428439","Hole_Detection_in_Polygon_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","115","2"
"Yes","0","0",".010373501","Gradient_Based_NAS_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","206","11"
"Yes","0","0",".003009486","Chordal_Graph_Recognition_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","134","14"
"Yes","0","0",".002898302","MICKEY_2.0_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","153","3"
"Yes","0","0",".022703211","Koch_Snowflake_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","131","7"
"No","1","N/A","0","Deep_Convolutional_GAN_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","262","0"
"No","1","N/A","0","AES_256_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","200","0"
"Yes","0","0",".003288821","Modular_Inverse_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","67","3"
"Yes","0","0",".003037257","Vector_Dot_Product_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","42","1"
"Yes","0","0",".003263137","Schoolbook_Multiplication_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","120","89"
"Yes","0","139",".340896618","Backpropagation_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","176","0"
"Yes","0","139",".256505231","Gaussian_Naive_Bayes_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","244","0"
"No","1","N/A","0","CMA_ES_Covariance_Matrix_Adaptation_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","136","0"
"Yes","0","0",".002549775","Degree_Distribution_Estimation_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","98","12"
"Yes","0","0",".002329099","Cartesian_Tree_Construction_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","106","12"
"No","1","N/A","0","Romberg_Integration_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","98","0"
"Yes","0","0",".214163160","Triangle_Mesh_Construction_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","166","13"
"Yes","0","0",".002469634","Triple_DES_112_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","372","2"
"Yes","0","0",".014888787","Alternating_Least_Squares_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","166","12"
"Yes","0","124","1.003270031","CBOW_Model_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","106","0"
"Yes","0","139",".217634414","Sequential_Quadratic_Programming_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","420","0"
"Yes","0","0",".003063704","CHAM_128_256_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","187","40"
"Yes","0","0",".002843014","SPECK_128_128_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","116","10"
"Yes","0","139",".354950691","Skip_Gram_Model_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","183","0"
"Yes","0","0",".003422041","Adams_Moulton_Method_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","77","11"
"Yes","0","124","1.002229957","Partial_Least_Squares_PLS_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","228","0"
"Yes","0","0",".156516985","Line_Sweep_Event_Sorting_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","98","2"
"Yes","0","0",".003243530","Wheel_Factorization_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","84","6"
"Yes","0","0",".002209556","RC6_Block_256_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","104","9"
"Yes","0","0",".002986078","Modular_Square_Computation_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","48","12"
"Yes","0","0",".002545771","Rooted_Tree_Dynamic_Programming_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","102","3"
"Yes","0","0",".006402983","Pix2Pix_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","157","17"
"No","1","N/A","0","FFT_Benchmark_Kernel_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","88","0"
"Yes","0","0",".313239872","Support_Vector_Regressor_SVR_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","183","6"
"No","1","N/A","0","Vector_Normalization_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","119","0"
"Yes","0","0",".003330672","Twofish_GCM_128_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","426","6"
"No","1","N/A","0","Decision_Tree_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","230","0"
"Yes","0","0",".003552963","Line_Intersection_Infinite_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","96","4"
"No","1","N/A","0","Camellia_GCM_128_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","445","0"
"Yes","0","0",".011038091","Planar_Graph_Shortest_Path_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","244","5"
"Yes","0","139",".337280821","Correlation_Coefficient_Calculation_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","66","0"
"No","1","N/A","0","ISAP_KA_128_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","128","0"
"Yes","0","0",".002288088","Approximate_Distance_via_Landmark_Sampling_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","55","78"
"Yes","0","0",".003429515","Preferential_Attachment_Graph_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","122","30"
"Yes","0","124","1.002427281","Verlet_Integration_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","138","0"
"Yes","0","0",".002502875","Edmonds’_Blossom_Algorithm_Maximum_Matching_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","204","2"
"Yes","0","0",".005375920","Polynomial_Evaluation_Horner’s_Method_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","90","40"
"Yes","0","139",".340000348","Levenberg_Marquardt_Algorithm_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","125","0"
"Yes","0","139",".219912297","MINRES_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","149","0"
"Yes","0","0",".016471658","Shortest_Watchman_Route_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","106","2"
"Yes","0","0",".004626294","Fixed_Point_Iteration_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","40","5"
"Yes","0","0",".002970722","Gabow’s_SCC_Algorithm_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","89","3"
"Yes","0","0",".003041804","Egyptian_Fraction_Decomposition_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","125","10"
"Yes","0","0",".002685617","Closing_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","132","3"
"Yes","0","0",".005576994","Lazy_Random_Walk_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","137","398"
"Yes","0","0",".003615350","Conjugate_Gradient_Kernel_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","118","2"
"Yes","0","0",".002945776","Path_Augmentation_DFS_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","107","11"
"No","1","N/A","0","Mixtral_8x7B_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","131","0"
"Yes","0","0",".002297660","Projection_Method_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","77","2"
"Yes","0","0",".092224267","Gradient_Descent_Optimization_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","95","6"
"No","1","N/A","0","XLNet_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","259","0"
"No","1","N/A","0","SAC_Soft_Actor_Critic_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","326","0"
"Yes","0","0",".002231537","Prime_Factorization_Tree_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","101","100"
"No","1","N/A","0","Homogeneous_Coordinate_Transform_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","200","0"
"Yes","0","0",".002856696","StyleGAN3_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","171","5"
"Yes","0","0",".003152103","BFS_Tree_Construction_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","100","8"
"Yes","0","0",".346275495","Differentiable_Neural_Computer_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","93","14"
"Yes","0","124","1.002100668","Flow_Augmentation_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","127","0"
"Yes","0","0",".002687285","PID_Numerical_Tuning_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","120","18"
"Yes","0","0",".002434461","Tridiagonal_Matrix_Algorithm_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","55","6"
"Yes","0","139",".227839758","GPT_4_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","92","0"
"Yes","0","0",".004845116","Serpent_256_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","307","2"
"Yes","0","0",".003338463","Component_Graph_Construction_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","212","7"
"No","1","N/A","0","Affine_Transformation_3D_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","152","0"
"Yes","0","0",".003203171","Scaling_Flow_Algorithm_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","222","52"
"Yes","0","0",".002741396","Sparse_Grid_Integration_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","216","5"
"Yes","0","0",".002509838","DES_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","278","3"
"Yes","0","0",".010805029","Runge_Kutta_4_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","127","6"
"No","1","N/A","0","Convex_Hull_n_<=_100_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","75","0"
"Yes","0","0",".003297715","GIFT_64_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","117","1"
"No","1","N/A","0","Shortest_Path_with_Obstacles_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","85","0"
"Yes","0","0",".003492363","Dynamic_Articulation_Points_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","162","2"
"Yes","0","0",".003894418","DES_OFB_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","356","2"
"Yes","0","0",".142174750","Non_negative_Matrix_Factorization_NMF_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","243","16"
"No","1","N/A","0","SEED_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","196","0"
"Yes","0","0",".003022838","All_Pairs_Edge_Connectivity_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","169","9"
"Yes","0","124","1.002007070","Cycle_Canceling_Algorithm_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","131","0"
"Yes","0","124","1.001753904","Bezier_Curve_Evaluation_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","99","0"
"Yes","0","0",".003141666","Serpent_ECB_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","195","1"
"Yes","0","0",".003435887","Interval_Tree_Geometry_Query_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","106","1000"
"Yes","0","139",".330450424","VEGAS_Monte_Carlo_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","97","0"
"Yes","0","0",".002256266","Rectangular_Partitioning_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","110","2"
"Yes","0","0",".003972386","Power_Law_Graph_Generation_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","112","11"
"Yes","0","0",".008249302","Binary_Indexed_Tree_for_Path_Queries_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","60","25166"
"No","1","N/A","0","Monte_Carlo_Tree_Search_v5.cpp","/localdata/Mary/Workspace_2/SDC/Code_source/GPT_float_18k/generated_codes/v5","180","0"
