CompiledGCCStatus,RunStatus,Runtime,FileName,Path,FileSize,OutLines
"Yes","0","139",".204842164","Nonlinear_Regression_via_Gradient_Descent_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2555","0"
"No","1","N/A","0","Slope_Computation_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1658","0"
"Yes","0","0","2.810458231","CodeBERT_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3307","0"
"No","1","N/A","0","Isolation_Forest_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4411","0"
"Yes","0","0",".006076846","Recursive_DFS_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5643","0"
"Yes","0","0",".006267856","Camellia_CBC_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7866","0"
"Yes","0","0",".029261096","Whirlpool_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8719","0"
"Yes","0","0",".005687258","Elliptic_Curve_Primality_Proving_ECPP_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4179","0"
"Yes","0","0",".006862471","Boruvka’s_MST_Algorithm_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2586","0"
"Yes","0","0",".006194848","SIMON_128_128_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4182","0"
"Yes","0","0",".007658006","Bagging_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4478","0"
"Yes","0","0",".005550572","RC6_XTS_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4027","0"
"Yes","0","139",".230863284","Hartree_Fock_Method_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6185","0"
"No","1","N/A","0","Support_Vector_Machine_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3838","0"
"Yes","0","0",".473924263","Newton_Euler_Method_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4875","0"
"Yes","0","0",".006736343","Tree_Distance_Queries_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4387","0"
"Yes","0","0",".006411156","Longest_Common_Subsequence_DP_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4550","0"
"Yes","0","0",".011009953","Online_Bipartite_Matching_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3746","0"
"Yes","0","0","1.921383407","Collision_Detection_OBB_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6232","0"
"Yes","0","0","2.929175833","Gaussian_Curvature_Approximation_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6061","0"
"Yes","0","0",".005972917","Trial_Division_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4713","0"
"No","1","N/A","0","Matrix_Inversion_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4227","0"
"Yes","0","0",".216413155","Newton_Cotes_Formula_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3928","0"
"Yes","0","0","1.018805564","Navier_Stokes_Solver_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8683","0"
"Yes","0","0",".337626359","NURBS_Surface_Evaluation_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6773","0"
"Yes","0","0",".008308119","Fully_Dynamic_Graph_Algorithm_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3987","0"
"Yes","0","139",".361597551","Probabilistic_Roadmap_PRM_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","10786","0"
"Yes","0","0",".008216305","RC5_Block_64_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8174","0"
"Yes","0","0",".083659063","Newton_Optimization_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3132","0"
"Yes","0","0",".008544491","CHAM_128_128_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3176","0"
"Yes","0","139",".276533969","Point_Distance_3D_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1201","0"
"Yes","0","0",".007700985","Miller_Rabin_Primality_Test_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4877","0"
"Yes","0","139",".104804182","Quadtree_Construction_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4852","0"
"Yes","0","139",".320843595","Nearest_Neighbor_Heuristic_TSP_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4106","0"
"Yes","0","139",".371670387","UMAP_Uniform_Manifold_Approximation_and_Projection_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6434","0"
"Yes","0","0",".342028084","MusicLM_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7398","0"
"Yes","0","0",".016457260","Range_Reporting_2D_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3921","0"
"Yes","0","0",".033013194","Kronecker_Product_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2847","0"
"Yes","0","0",".038038318","RECTANGLE_128_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2275","0"
"No","1","N/A","0","Vision_Transformer_ViT_Large_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","9144","0"
"Yes","0","0",".011716812","MT5_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2867","0"
"No","1","N/A","0","Polygon_Boolean_Large_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3914","0"
"Yes","0","0",".021337035","Graph_Rewiring_Algorithm_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3542","0"
"Yes","0","139",".211215035","Mean_Curvature_Approximation_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5444","0"
"Yes","0","0",".008091157","2_SAT_Implication_Graph_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4990","0"
"Yes","0","0",".008266441","Transit_Node_Routing_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5318","0"
"Yes","0","0",".312336996","LU_Solver_for_Linear_System_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6453","0"
"No","1","N/A","0","Distance_Point_to_Segment_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3963","0"
"Yes","0","0",".100154944","Block_LU_Factorization_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7220","0"
"Yes","0","0",".288436237","Geometric_Heat_Flow_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2324","0"
"Yes","0","0",".260702854","Tensor_Decomposition_CP_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","11807","0"
"Yes","0","0",".147129913","Point_Cloud_Downsampling_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8328","0"
"Yes","0","0",".132205795","SUMMA_Matrix_Multiplication_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3393","0"
"Yes","0","139",".239395245","Spectral_Graph_Partitioning_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5658","0"
"Yes","0","0",".005806711","Vertex_Connectivity_Menger’s_Theorem_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4585","0"
"No","1","N/A","0","Graph_Attention_Network_GAT_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4049","0"
"Yes","0","0",".006375563","Extended_Euclidean_Algorithm_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1920","0"
"Yes","0","0",".722118847","Boolean_Operations_on_Polygons_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6204","0"
"Yes","0","0",".005500598","Rectangle_Intersection_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2391","0"
"No","1","N/A","0","B_Spline_Curve_Evaluation_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4601","0"
"Yes","0","124","5.001670131","Closest_Pair_of_Points_Brute_Force_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2629","0"
"Yes","0","0",".007089312","Rotating_Calipers_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2762","0"
"No","1","N/A","0","BSP_Tree_Construction_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6772","0"
"No","1","N/A","0","Point_in_Polygon_Winding_Number_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4658","0"
"Yes","0","0",".005610759","DSATUR_Coloring_Algorithm_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6605","0"
"Yes","0","0",".007934844","Depth_of_Arrangement_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2484","0"
"Yes","0","139",".348622925","Inverse_Iteration_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4170","0"
"Yes","0","0",".040873971","Residual_Capacity_Update_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3371","0"
"Yes","0","0",".063978886","Collision_Detection_Circle_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1870","0"
"Yes","0","139",".355834521","Moment_Invariants_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4159","0"
"Yes","0","0",".005775606","Path_Augmentation_BFS_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4104","0"
"Yes","0","0",".020303478","Induced_Subgraph_Extraction_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7704","0"
"Yes","0","0",".005767827","Sieve_of_Sundaram_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4216","0"
"Yes","0","0",".110263635","Mean_Squared_Error_Loss_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1724","0"
"Yes","0","0",".006753109","Planar_Graph_Shortest_Path_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5212","0"
"Yes","0","0",".007298244","Streaming_Graph_Triangle_Counting_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1855","0"
"Yes","0","0",".006630061","Fermat_Primality_Test_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5989","0"
"Yes","0","0",".005722755","Egyptian_Fraction_Decomposition_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2089","0"
"Yes","0","139",".225243300","ALBERT_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8331","0"
"Yes","0","0",".007400397","AES_256_CMAC_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","10073","0"
"Yes","0","0",".006040901","Lenstra_Elliptic_Curve_Factorization_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5941","0"
"Yes","0","0",".005278195","Polynomial_Addition_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3508","0"
"Yes","0","0",".078620238","Line_Sweep_Event_Sorting_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4816","0"
"No","1","N/A","0","SimRank_Similarity_Computation_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4087","0"
"Yes","0","139",".322263102","Spectral_Radius_Computation_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2641","0"
"Yes","0","0",".006506991","Randomized_Contraction_Algorithm_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4897","0"
"Yes","0","0",".007422424","GIFT_64_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3851","0"
"Yes","0","0",".175761601","Spherical_Triangle_Area_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3458","0"
"Yes","0","0",".008064023","Kahn’s_Topological_Sort_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2504","0"
"Yes","0","0",".404196982","Gaussian_Mixture_Model_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6405","0"
"Yes","0","0",".512208158","Godunov_Scheme_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3788","0"
"Yes","0","0",".007484743","Triangulation_of_Graph_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6259","0"
"Yes","0","0",".006387356","Graph_Augmentation_Edge_Swaps_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4654","0"
"Yes","0","0",".084934265","Dice_Loss_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2196","0"
"Yes","0","139",".233181421","Shape_Matching_Hausdorff_Distance_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2643","0"
"No","1","N/A","0","Perceiver_IO_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8187","0"
"Yes","0","124","5.002165311","Ensemble_Averaging_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2604","0"
"No","1","N/A","0","Edge_Betweenness_Clustering_Girvan_Newman_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","17169","0"
"Yes","0","139",".249586649","Point_Distance_2D_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3039","0"
"No","1","N/A","0","A3C_Asynchronous_Advantage_Actor_Critic_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6770","0"
"Yes","0","0",".129022450","Romberg_Integration_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5357","0"
"No","1","N/A","0","Latent_Diffusion_Model_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7846","0"
"Yes","0","0",".006332398","Johnson’s_Reweighting_for_All_Pairs_Shortest_Path_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5317","0"
"Yes","0","0",".235048063","Separating_Axis_Theorem_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2633","0"
"Yes","0","139",".360273665","Iso_Line_Generation_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6380","0"
"No","1","N/A","0","Crank_Nicolson_Scheme_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6374","0"
"No","1","N/A","0","Mesh_Laplacian_Smoothing_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3377","0"
"Yes","0","0",".007784119","RC4A_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3355","0"
"Yes","0","0",".005808891","Metis_Graph_Partitioning_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8515","0"
"No","1","N/A","0","Polynomial_GCD_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6321","0"
"No","1","N/A","0","FastText_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","9866","0"
"Yes","0","0",".005655309","XChaCha8_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","9690","0"
"Yes","0","0",".006044999","HC_128_Cipher_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4730","0"
"Yes","0","0",".243716332","Reward_Modeling_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2533","0"
"Yes","0","0",".165159079","Spearman_Rank_Correlation_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1779","0"
"Yes","0","0",".005587474","3_Way_Cipher_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2907","0"
"Yes","0","0",".005779935","Offline_Connectivity_Queries_DSU_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3705","0"
"Yes","0","0",".007756258","ChaCha20_OFB_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4145","0"
"Yes","0","124","5.002716788","StyleGAN3_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5541","0"
"Yes","0","0",".174854318","Bounding_Box_Axis_Aligned_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1835","0"
"Yes","0","0",".450542812","Maximum_Empty_Circle_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4439","0"
"Yes","0","0",".005856350","Connected_Components_in_Mesh_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2465","0"
"Yes","0","0",".007862336","Random_DAG_Generation_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2437","0"
"Yes","0","0",".005580277","Fast_Power_Mod_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1948","0"
"Yes","0","0",".006199185","K_Truss_Decomposition_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5532","0"
"Yes","0","0",".412281588","Belief_Propagation_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4297","0"
"No","1","N/A","0","Triangle_Strip_Generation_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2458","0"
"Yes","0","139",".212939909","Softmax_Activation_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2984","0"
"Yes","0","0",".005945648","Sparse_Matrix_Vector_Multiplication_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3961","0"
"Yes","0","0",".005780148","Uniform_Cost_Search_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6594","0"
"No","1","N/A","0","Partial_Least_Squares_PLS_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","6576","0"
"Yes","0","0",".139909969","Sierpinski_Triangle_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3409","0"
"Yes","0","0",".007580905","Color_Refinement_Isomorphism_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4946","0"
"Yes","0","0",".151782198","Least_Squares_Fit_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1959","0"
"Yes","0","0",".008032729","Genetic_Algorithm_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5040","0"
"Yes","0","0",".008462728","Adjacency_List_Reversal_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5873","0"
"Yes","0","0",".100151915","Triplet_Network_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1949","0"
"Yes","0","0",".112536118","Modified_Euler_Method_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1514","0"
"No","1","N/A","0","Random_Walk_Simulation_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3187","0"
"Yes","0","0",".008147086","Cross_Product_2D_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2432","0"
"No","1","N/A","0","N_Body_Kernel_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5345","0"
"No","1","N/A","0","Linear_Regression_Fit_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1833","0"
"Yes","0","0",".009413154","ARIA_CBC_256_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8292","0"
"Yes","0","0",".007652672","Negative_Cycle_Detection_Bellman_Ford_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3002","0"
"Yes","0","0",".005675891","Convex_Hull_n_<=_100_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3101","0"
"Yes","0","0",".007835447","Incremental_Topological_Sorting_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3088","0"
"Yes","0","0",".008385284","3DES_CFB_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","10857","0"
"Yes","0","0",".533331129","Dynamic_Topological_Sort_via_DAG_Maintenance_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3534","0"
"Yes","0","0",".007434956","Segmented_Sieve_of_Eratosthenes_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3168","0"
"Yes","0","0",".005935041","Series_Parallel_Graph_Check_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4595","0"
"Yes","0","139",".345579568","Signed_Distance_Field_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3543","0"
"Yes","0","139",".239889135","Ray_Sphere_Intersection_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4216","0"
"No","1","N/A","0","Claude_Model_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2899","0"
"Yes","0","0",".005879424","Trial_Division_Primality_Check_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1479","0"
"Yes","0","0",".005889962","Polynomial_Evaluation_Horner’s_Method_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3120","0"
"Yes","0","0",".006505069","Safer_K_64_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3385","0"
"Yes","0","0",".041561905","Sparse_Matrix_Matrix_Multiplication_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3368","0"
"Yes","0","0",".007570130","Twofish_GCM_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7648","0"
"Yes","0","0",".573568864","Locally_Linear_Embedding_LLE_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","8506","0"
"Yes","0","124","5.003866702","Plane_Sweep_Closest_Pair_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4154","0"
"Yes","0","0",".008223463","Union_Find_Disjoint_Set_Union_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2314","0"
"Yes","0","0",".331587299","Passive_Aggressive_Classifier_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4449","0"
"Yes","0","0",".466920319","Ant_Colony_Optimization_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","10519","0"
"Yes","0","0",".239474585","Principal_Component_SVD_Solver_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7541","0"
"Yes","0","0",".006763142","Articulation_Tree_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3102","0"
"Yes","0","0",".063152174","Gauss_Laguerre_Quadrature_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3466","0"
"Yes","0","0",".005686293","Matrix_Determinant_via_Cofactors_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2445","0"
"Yes","0","0",".049372383","Index_Calculus_Method_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4900","0"
"Yes","0","0",".007920175","ChaCha20_Poly1305_IETF_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7887","0"
"Yes","0","0",".008114986","Twofish_CFB_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2952","0"
"No","1","N/A","0","Spectral_Method_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3542","0"
"Yes","0","0",".023235579","Dot_Product_2D_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","807","0"
"Yes","0","0",".005825363","Twofish_XTS_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5539","0"
"Yes","0","124","5.004309144","Harris_Corner_Detector_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7992","0"
"Yes","0","0",".441561621","Affine_Transformation_3D_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3767","0"
"Yes","0","139",".367580669","Minimum_Weight_Triangulation_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","1660","0"
"Yes","0","0",".008768881","Offline_Query_Compression_for_Graphs_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5184","0"
"No","1","N/A","0","Soft_Margin_SVM_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3139","0"
"Yes","0","0",".005751052","Tonelli_Shanks_Algorithm_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4067","0"
"Yes","0","0",".145132022","ShuffleNet_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7126","0"
"Yes","0","0",".005681330","Bitwise_Sieve_of_Eratosthenes_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3284","0"
"Yes","0","0",".006141618","IDEA_CBC_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4405","0"
"Yes","0","0",".349582211","Voronoi_n=20_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5284","0"
"Yes","0","139",".250465977","Matching_Network_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2589","0"
"Yes","0","0",".005703769","Dynamic_Shortest_Path_Recalculation_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2793","0"
"Yes","0","0",".006763821","Chinese_Remainder_Reconstruction_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","5352","0"
"Yes","0","0",".446642019","Delaunay_Triangulation_n=50_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","4248","0"
"Yes","0","0",".012570581","Minimum_Crossing_Number_Approximation_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","2543","0"
"Yes","0","139",".224132237","Logistic_Regression_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","7318","0"
"Yes","0","0",".006180816","Berlekamp_Massey_Algorithm_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3807","0"
"Yes","0","0",".145824610","SARSA_Algorithm_v10.cpp","/localdata/Mary/Workspace_2/SDC/Output/Codes_Compiled/","3322","0"
